project_id	size	size_source	size_simpl	size_simpl_source
mm.domus.YH138	small	domus	small	domus
mm.domus.YH140	medium	domus	medium	domus
mm.domus.YH141	very_small	domus	small	domus
mm.domus.YH142	very_small	domus	small	domus
mm.domus.YH143	very_small	domus	small	domus
mm.domus.YH144	small	domus	small	domus
mm.domus.YH145	very_large	visitbritain	large	visitbritain
mm.domus.YH146	very_large	visitbritain	large	visitbritain
mm.domus.YH147	very_small	domus	small	domus
mm.domus.YH148	medium	domus	medium	domus
mm.domus.YH149	very_large	visitbritain	large	visitbritain
mm.domus.YH150	unknown	unknown	unknown_sz	unknown
mm.domus.YH151	small	domus	small	domus
mm.domus.YH152	very_small	visitbritain	small	visitbritain
mm.domus.YH153	large	visitbritain	large	visitbritain
mm.domus.YH154	small	ma(fam)	small	ma(fam)
mm.domus.YH155	large	visitbritain	large	visitbritain
mm.domus.YH156	very_large	visitbritain	large	visitbritain
mm.domus.YH157	very_large	visitbritain	large	visitbritain
mm.domus.YH158	large	visitbritain	large	visitbritain
mm.domus.YH159	medium	domus	medium	domus
mm.domus.YH160	medium	domus	medium	domus
mm.domus.YH161	large	ma(fam)	large	ma(fam)
mm.domus.YH162	unknown	unknown	unknown_sz	unknown
mm.domus.YH163	unknown	unknown	unknown_sz	unknown
mm.domus.YH164	small	ace_size_designation	small	ace_size_designation
mm.domus.YH165	unknown	unknown	unknown_sz	unknown
mm.domus.YH166	unknown	unknown	unknown_sz	unknown
mm.domus.YH168	medium	ma(fam)	medium	ma(fam)
mm.domus.YH169	small	ma(fam)	small	ma(fam)
mm.domus.YH170	unknown	unknown	unknown_sz	unknown
mm.domus.YH171	medium	visitbritain	medium	visitbritain
mm.fcm.001	unknown	unknown	unknown_sz	unknown
mm.fcm.013	unknown	unknown	unknown_sz	unknown
mm.fcm.026	unknown	unknown	unknown_sz	unknown
mm.fcm.027	unknown	unknown	unknown_sz	unknown
mm.fcm.030	unknown	unknown	unknown_sz	unknown
mm.fcm.032	tiny	visitbritain	small	visitbritain
mm.fcm.041	unknown	unknown	unknown_sz	unknown
mm.fcm.045	small	ma(fam)	small	ma(fam)
mm.fcm.051	unknown	unknown	unknown_sz	unknown
mm.fcm.056	unknown	unknown	unknown_sz	unknown
mm.fcm.058	unknown	unknown	unknown_sz	unknown
mm.fcm.059	unknown	unknown	unknown_sz	unknown
mm.fcm.062	unknown	unknown	unknown_sz	unknown
mm.fcm.064	tiny	ma(fam)	small	ma(fam)
mm.fcm.067	unknown	unknown	unknown_sz	unknown
mm.fcm.072	unknown	unknown	unknown_sz	unknown
mm.fcm.073	large	ma(fam)	large	ma(fam)
mm.fcm.074	unknown	unknown	unknown_sz	unknown
mm.fcm.075	unknown	unknown	unknown_sz	unknown
mm.fcm.078	unknown	unknown	unknown_sz	unknown
mm.fcm.082	unknown	unknown	unknown_sz	unknown
mm.fcm.083	large	ma(fam)	large	ma(fam)
mm.fcm.090	unknown	unknown	unknown_sz	unknown
mm.fcm.098	small	aim_size_designation	small	aim_size_designation
mm.fcm.100	very_small	scottish_national_audit	small	scottish_national_audit
mm.fcm.102	unknown	unknown	unknown_sz	unknown
mm.fcm.107	unknown	unknown	unknown_sz	unknown
mm.fcm.109	unknown	unknown	unknown_sz	unknown
mm.fcm.114	unknown	unknown	unknown_sz	unknown
mm.fcm.120	unknown	unknown	unknown_sz	unknown
mm.fcm.124	unknown	unknown	unknown_sz	unknown
mm.fcm.130	unknown	unknown	unknown_sz	unknown
mm.fcm.131	unknown	unknown	unknown_sz	unknown
mm.fcm.137	tiny	visitbritain	small	visitbritain
mm.fcm.139	unknown	unknown	unknown_sz	unknown
mm.fcm.144	unknown	unknown	unknown_sz	unknown
mm.fcm.145	unknown	unknown	unknown_sz	unknown
mm.fcm.148	unknown	unknown	unknown_sz	unknown
mm.fcm.149	unknown	unknown	unknown_sz	unknown
mm.fcm.150	unknown	unknown	unknown_sz	unknown
mm.fcm.151	unknown	unknown	unknown_sz	unknown
mm.fcm.154	unknown	unknown	unknown_sz	unknown
mm.fcm.155	unknown	unknown	unknown_sz	unknown
mm.fcm.158	unknown	unknown	unknown_sz	unknown
mm.fcm.160	unknown	unknown	unknown_sz	unknown
mm.fcm.161	unknown	unknown	unknown_sz	unknown
mm.fcm.162	unknown	unknown	unknown_sz	unknown
mm.fcm.163	unknown	unknown	unknown_sz	unknown
mm.fcm.172	unknown	unknown	unknown_sz	unknown
mm.fcm.175	unknown	unknown	unknown_sz	unknown
mm.fcm.179	unknown	unknown	unknown_sz	unknown
mm.fcm.186	unknown	unknown	unknown_sz	unknown
mm.fcm.189	unknown	unknown	unknown_sz	unknown
mm.fcm.190	unknown	unknown	unknown_sz	unknown
mm.fcm.191	unknown	unknown	unknown_sz	unknown
mm.fcm.197	unknown	unknown	unknown_sz	unknown
mm.fcm.202	small	aim_size_designation	small	aim_size_designation
mm.fcm.204	unknown	unknown	unknown_sz	unknown
mm.fcm.207	unknown	unknown	unknown_sz	unknown
mm.fcm.214	unknown	unknown	unknown_sz	unknown
mm.fcm.221	unknown	unknown	unknown_sz	unknown
mm.fcm.230	unknown	unknown	unknown_sz	unknown
mm.fcm.231	unknown	unknown	unknown_sz	unknown
mm.fcm.232	unknown	unknown	unknown_sz	unknown
mm.fcm.235	unknown	unknown	unknown_sz	unknown
mm.fcm.239	very_small	visitbritain	small	visitbritain
mm.fcm.242	very_small	mm	small	mm
mm.fcm.254	unknown	unknown	unknown_sz	unknown
mm.fcm.257	unknown	unknown	unknown_sz	unknown
mm.fcm.258	unknown	unknown	unknown_sz	unknown
mm.fcm.262	unknown	unknown	unknown_sz	unknown
mm.fcm.270	unknown	unknown	unknown_sz	unknown
mm.fcm.274	unknown	unknown	unknown_sz	unknown
mm.fcm.275	unknown	unknown	unknown_sz	unknown
mm.fcm.276	unknown	unknown	unknown_sz	unknown
mm.fcm.279	unknown	unknown	unknown_sz	unknown
mm.hha.001	very_large	visitbritain	large	visitbritain
mm.hha.002	unknown	unknown	unknown_sz	unknown
mm.hha.003	very_small	visitbritain	small	visitbritain
mm.hha.004	unknown	unknown	unknown_sz	unknown
mm.hha.005	unknown	unknown	unknown_sz	unknown
mm.hha.006	unknown	unknown	unknown_sz	unknown
mm.hha.007	unknown	unknown	unknown_sz	unknown
mm.hha.008	unknown	unknown	unknown_sz	unknown
mm.hha.009	unknown	unknown	unknown_sz	unknown
mm.hha.010	unknown	unknown	unknown_sz	unknown
mm.hha.011	small	ma(fam)	small	ma(fam)
mm.hha.013	unknown	unknown	unknown_sz	unknown
mm.hha.014	unknown	unknown	unknown_sz	unknown
mm.hha.015	unknown	unknown	unknown_sz	unknown
mm.hha.016	unknown	unknown	unknown_sz	unknown
mm.hha.017	very_large	visitbritain	large	visitbritain
mm.hha.018	small	visitbritain	small	visitbritain
mm.hha.019	unknown	unknown	unknown_sz	unknown
mm.hha.020	unknown	unknown	unknown_sz	unknown
mm.hha.021	unknown	unknown	unknown_sz	unknown
mm.hha.022	unknown	unknown	unknown_sz	unknown
mm.hha.023	unknown	unknown	unknown_sz	unknown
mm.hha.024	unknown	unknown	unknown_sz	unknown
mm.hha.025	unknown	unknown	unknown_sz	unknown
mm.hha.026	unknown	unknown	unknown_sz	unknown
mm.hha.027	unknown	unknown	unknown_sz	unknown
mm.hha.028	small	visitbritain	small	visitbritain
mm.hha.029	unknown	unknown	unknown_sz	unknown
mm.hha.030	unknown	unknown	unknown_sz	unknown
mm.hha.031	unknown	unknown	unknown_sz	unknown
mm.hha.032	unknown	unknown	unknown_sz	unknown
mm.hha.033	small	visitbritain	small	visitbritain
mm.hha.034	unknown	unknown	unknown_sz	unknown
mm.hha.035	unknown	unknown	unknown_sz	unknown
mm.hha.036	very_small	visitbritain	small	visitbritain
mm.hha.037	unknown	unknown	unknown_sz	unknown
mm.hha.038	unknown	unknown	unknown_sz	unknown
mm.hha.039	tiny	visitbritain	small	visitbritain
mm.hha.040	unknown	unknown	unknown_sz	unknown
mm.hha.041	unknown	unknown	unknown_sz	unknown
mm.hha.042	unknown	unknown	unknown_sz	unknown
mm.hha.043	unknown	unknown	unknown_sz	unknown
mm.hha.044	unknown	unknown	unknown_sz	unknown
mm.hha.045	unknown	unknown	unknown_sz	unknown
mm.hha.046	unknown	unknown	unknown_sz	unknown
mm.hha.047	small	visitbritain	small	visitbritain
mm.hha.048	small	visitbritain	small	visitbritain
mm.hha.049	tiny	visitbritain	small	visitbritain
mm.hha.050	unknown	unknown	unknown_sz	unknown
mm.hha.051	unknown	unknown	unknown_sz	unknown
mm.hha.053	very_small	visitbritain	small	visitbritain
mm.hha.054	unknown	unknown	unknown_sz	unknown
mm.hha.055	unknown	unknown	unknown_sz	unknown
mm.hha.056	unknown	unknown	unknown_sz	unknown
mm.hha.057	unknown	unknown	unknown_sz	unknown
mm.hha.058	unknown	unknown	unknown_sz	unknown
mm.hha.059	unknown	unknown	unknown_sz	unknown
mm.hha.060	unknown	unknown	unknown_sz	unknown
mm.hha.061	unknown	unknown	unknown_sz	unknown
mm.hha.062	unknown	unknown	unknown_sz	unknown
mm.hha.063	unknown	unknown	unknown_sz	unknown
mm.hha.064	unknown	unknown	unknown_sz	unknown
mm.hha.065	unknown	unknown	unknown_sz	unknown
mm.hha.066	unknown	unknown	unknown_sz	unknown
mm.hha.067	unknown	unknown	unknown_sz	unknown
mm.hha.068	unknown	unknown	unknown_sz	unknown
mm.hha.069	unknown	unknown	unknown_sz	unknown
mm.hha.070	unknown	unknown	unknown_sz	unknown
mm.hha.071	small	visitbritain	small	visitbritain
mm.hha.073	unknown	unknown	unknown_sz	unknown
mm.hha.074	unknown	unknown	unknown_sz	unknown
mm.hha.075	unknown	unknown	unknown_sz	unknown
mm.hha.076	unknown	unknown	unknown_sz	unknown
mm.hha.077	small	ma(fam)	small	ma(fam)
mm.hha.078	unknown	unknown	unknown_sz	unknown
mm.hha.080	unknown	unknown	unknown_sz	unknown
mm.hha.081	unknown	unknown	unknown_sz	unknown
mm.hha.082	unknown	unknown	unknown_sz	unknown
mm.hha.083	small	visitbritain	small	visitbritain
mm.hha.084	unknown	unknown	unknown_sz	unknown
mm.hha.085	unknown	unknown	unknown_sz	unknown
mm.hha.086	unknown	unknown	unknown_sz	unknown
mm.hha.087	very_small	visitbritain	small	visitbritain
mm.hha.088	unknown	unknown	unknown_sz	unknown
mm.hha.089	unknown	unknown	unknown_sz	unknown
mm.hha.090	unknown	unknown	unknown_sz	unknown
mm.hha.091	unknown	unknown	unknown_sz	unknown
mm.hha.092	medium	visitbritain	medium	visitbritain
mm.hha.093	unknown	unknown	unknown_sz	unknown
mm.hha.094	unknown	unknown	unknown_sz	unknown
mm.hha.095	unknown	unknown	unknown_sz	unknown
mm.hha.096	unknown	unknown	unknown_sz	unknown
mm.hha.097	unknown	unknown	unknown_sz	unknown
mm.hha.098	unknown	unknown	unknown_sz	unknown
mm.hha.101	unknown	unknown	unknown_sz	unknown
mm.hha.102	unknown	unknown	unknown_sz	unknown
mm.hha.105	tiny	visitbritain	small	visitbritain
mm.hha.107	unknown	unknown	unknown_sz	unknown
mm.hha.109	tiny	visitbritain	small	visitbritain
mm.hha.110	unknown	unknown	unknown_sz	unknown
mm.hha.111	tiny	visitbritain	small	visitbritain
mm.hha.112	unknown	unknown	unknown_sz	unknown
mm.hha.115	small	visitbritain	small	visitbritain
mm.hha.116	unknown	unknown	unknown_sz	unknown
mm.hha.117	very_small	visitbritain	small	visitbritain
mm.hha.118	medium	visitbritain	medium	visitbritain
mm.hha.119	unknown	unknown	unknown_sz	unknown
mm.hha.120	large	ma(fam)	large	ma(fam)
mm.hha.121	very_large	visitbritain	large	visitbritain
mm.hha.122	very_small	visitbritain	small	visitbritain
mm.hha.123	unknown	unknown	unknown_sz	unknown
mm.hha.124	unknown	unknown	unknown_sz	unknown
mm.hha.125	unknown	unknown	unknown_sz	unknown
mm.hha.126	unknown	unknown	unknown_sz	unknown
mm.hha.127	unknown	unknown	unknown_sz	unknown
mm.hha.128	unknown	unknown	unknown_sz	unknown
mm.hha.130	very_small	visitbritain	small	visitbritain
mm.hha.131	unknown	unknown	unknown_sz	unknown
mm.hha.132	unknown	unknown	unknown_sz	unknown
mm.hha.133	tiny	visitbritain	small	visitbritain
mm.hha.134	unknown	unknown	unknown_sz	unknown
mm.hha.135	small	visitbritain	small	visitbritain
mm.hha.136	unknown	unknown	unknown_sz	unknown
mm.hha.138	unknown	unknown	unknown_sz	unknown
mm.hha.139	unknown	unknown	unknown_sz	unknown
mm.hha.140	unknown	unknown	unknown_sz	unknown
mm.hha.141	small	visitbritain	small	visitbritain
mm.hha.142	unknown	unknown	unknown_sz	unknown
mm.hha.143	unknown	unknown	unknown_sz	unknown
mm.hha.144	unknown	unknown	unknown_sz	unknown
mm.hha.145	small	visitbritain	small	visitbritain
mm.hha.146	medium	visitbritain	medium	visitbritain
mm.hha.147	unknown	unknown	unknown_sz	unknown
mm.hha.148	unknown	unknown	unknown_sz	unknown
mm.hha.149	unknown	unknown	unknown_sz	unknown
mm.hha.150	medium	visitbritain	medium	visitbritain
mm.hha.153	unknown	unknown	unknown_sz	unknown
mm.hha.154	unknown	unknown	unknown_sz	unknown
mm.hha.155	unknown	unknown	unknown_sz	unknown
mm.hha.156	unknown	unknown	unknown_sz	unknown
mm.hha.157	unknown	unknown	unknown_sz	unknown
mm.hha.158	unknown	unknown	unknown_sz	unknown
mm.hha.159	unknown	unknown	unknown_sz	unknown
mm.hha.160	unknown	unknown	unknown_sz	unknown
mm.hha.161	unknown	unknown	unknown_sz	unknown
mm.hha.162	unknown	unknown	unknown_sz	unknown
mm.hha.163	unknown	unknown	unknown_sz	unknown
mm.hha.164	unknown	unknown	unknown_sz	unknown
mm.hha.165	unknown	unknown	unknown_sz	unknown
mm.hha.167	unknown	unknown	unknown_sz	unknown
mm.hha.168	unknown	unknown	unknown_sz	unknown
mm.hha.169	unknown	unknown	unknown_sz	unknown
mm.hha.171	unknown	unknown	unknown_sz	unknown
mm.hha.173	unknown	unknown	unknown_sz	unknown
mm.hha.174	unknown	unknown	unknown_sz	unknown
mm.hha.175	unknown	unknown	unknown_sz	unknown
mm.hha.177	unknown	unknown	unknown_sz	unknown
mm.hha.178	unknown	unknown	unknown_sz	unknown
mm.hha.179	unknown	unknown	unknown_sz	unknown
mm.hha.180	unknown	unknown	unknown_sz	unknown
mm.hha.181	unknown	unknown	unknown_sz	unknown
mm.hha.182	unknown	unknown	unknown_sz	unknown
mm.hha.183	unknown	unknown	unknown_sz	unknown
mm.hha.184	unknown	unknown	unknown_sz	unknown
mm.hha.185	unknown	unknown	unknown_sz	unknown
mm.hha.186	unknown	unknown	unknown_sz	unknown
mm.hha.187	unknown	unknown	unknown_sz	unknown
mm.hha.188	unknown	unknown	unknown_sz	unknown
mm.hha.189	unknown	unknown	unknown_sz	unknown
mm.hha.190	unknown	unknown	unknown_sz	unknown
mm.hha.191	unknown	unknown	unknown_sz	unknown
mm.hha.192	unknown	unknown	unknown_sz	unknown
mm.hha.193	unknown	unknown	unknown_sz	unknown
mm.hha.194	unknown	unknown	unknown_sz	unknown
mm.hud.001	unknown	unknown	unknown_sz	unknown
mm.hud.002	unknown	unknown	unknown_sz	unknown
mm.hud.005	unknown	unknown	unknown_sz	unknown
mm.hud.006	unknown	unknown	unknown_sz	unknown
mm.hud.007	unknown	unknown	unknown_sz	unknown
mm.hud.014	unknown	unknown	unknown_sz	unknown
mm.hud.019	unknown	unknown	unknown_sz	unknown
mm.hud.021	unknown	unknown	unknown_sz	unknown
mm.hud.022	unknown	unknown	unknown_sz	unknown
mm.hud.024	unknown	unknown	unknown_sz	unknown
mm.hud.025	unknown	unknown	unknown_sz	unknown
mm.hud.026	unknown	unknown	unknown_sz	unknown
mm.mald.001	unknown	unknown	unknown_sz	unknown
mm.mald.007	unknown	unknown	unknown_sz	unknown
mm.mald.013	unknown	unknown	unknown_sz	unknown
mm.mald.014	unknown	unknown	unknown_sz	unknown
mm.mald.015	unknown	unknown	unknown_sz	unknown
mm.mald.019	unknown	unknown	unknown_sz	unknown
mm.mald.020	small	ma(fam)	small	ma(fam)
mm.mald.024	very_small	ma(fam)	small	ma(fam)
mm.mald.026	very_large	aim_size_designation	large	aim_size_designation
mm.mald.027	unknown	unknown	unknown_sz	unknown
mm.mald.028	unknown	unknown	unknown_sz	unknown
mm.mald.030	unknown	unknown	unknown_sz	unknown
mm.mald.033	unknown	unknown	unknown_sz	unknown
mm.mald.037	unknown	unknown	unknown_sz	unknown
mm.mald.038	small	ma(fam)	small	ma(fam)
mm.mald.042	unknown	unknown	unknown_sz	unknown
mm.mald.043	large	national_trust_annual_report_	large	national_trust_annual_report_
mm.mald.052	unknown	unknown	unknown_sz	unknown
mm.mald.053	unknown	unknown	unknown_sz	unknown
mm.mald.055	large	ma(fam)	large	ma(fam)
mm.mald.058	unknown	unknown	unknown_sz	unknown
mm.mald.062	unknown	unknown	unknown_sz	unknown
mm.mald.066	unknown	unknown	unknown_sz	unknown
mm.mald.068	unknown	unknown	unknown_sz	unknown
mm.mald.069	large	ma(fam)	large	ma(fam)
mm.mald.071	unknown	unknown	unknown_sz	unknown
mm.mald.072	small	ma(fam)	small	ma(fam)
mm.mald.079	unknown	unknown	unknown_sz	unknown
mm.mald.080	small	aim_size_designation	small	aim_size_designation
mm.mald.081	small	ma(fam)	small	ma(fam)
mm.mald.082	unknown	unknown	unknown_sz	unknown
mm.mald.086	small	ma(fam)	small	ma(fam)
mm.mald.089	medium	ma(fam)	medium	ma(fam)
mm.mald.090	small	aim_size_designation	small	aim_size_designation
mm.mald.095	small	ma(fam)	small	ma(fam)
mm.mald.110	unknown	unknown	unknown_sz	unknown
mm.mald.111	small	ma(fam)	small	ma(fam)
mm.mald.116	unknown	unknown	unknown_sz	unknown
mm.mald.124	very_large	ma(fam)	large	ma(fam)
mm.mald.130	unknown	unknown	unknown_sz	unknown
mm.mald.132	unknown	unknown	unknown_sz	unknown
mm.mald.135	small	ma(fam)	small	ma(fam)
mm.mald.148	unknown	unknown	unknown_sz	unknown
mm.mald.149	small	aim_size_designation	small	aim_size_designation
mm.mald.151	unknown	unknown	unknown_sz	unknown
mm.mald.152	unknown	unknown	unknown_sz	unknown
mm.mald.154	unknown	unknown	unknown_sz	unknown
mm.mald.155	unknown	unknown	unknown_sz	unknown
mm.mald.157	unknown	unknown	unknown_sz	unknown
mm.mald.158	unknown	unknown	unknown_sz	unknown
mm.mald.159	unknown	unknown	unknown_sz	unknown
mm.mald.160	unknown	unknown	unknown_sz	unknown
mm.mald.162	unknown	unknown	unknown_sz	unknown
mm.mald.163	unknown	unknown	unknown_sz	unknown
mm.MDN.005	unknown	unknown	unknown_sz	unknown
mm.MDN.006	unknown	unknown	unknown_sz	unknown
mm.MDN.008	unknown	unknown	unknown_sz	unknown
mm.MDN.009	unknown	unknown	unknown_sz	unknown
mm.MDN.010	unknown	unknown	unknown_sz	unknown
mm.MDN.011	unknown	unknown	unknown_sz	unknown
mm.MDN.012	unknown	unknown	unknown_sz	unknown
mm.MDN.013	unknown	unknown	unknown_sz	unknown
mm.MDN.014	unknown	unknown	unknown_sz	unknown
mm.MDN.015	unknown	unknown	unknown_sz	unknown
mm.MDN.016	unknown	unknown	unknown_sz	unknown
mm.MDN.017	unknown	unknown	unknown_sz	unknown
mm.MDN.018	unknown	unknown	unknown_sz	unknown
mm.MDN.019	unknown	unknown	unknown_sz	unknown
mm.MDN.020	unknown	unknown	unknown_sz	unknown
mm.MDN.021	unknown	unknown	unknown_sz	unknown
mm.MDN.022	unknown	unknown	unknown_sz	unknown
mm.MDN.023	unknown	unknown	unknown_sz	unknown
mm.MDN.024	unknown	unknown	unknown_sz	unknown
mm.MDN.025	unknown	unknown	unknown_sz	unknown
mm.MDN.026	unknown	unknown	unknown_sz	unknown
mm.MDN.028	unknown	unknown	unknown_sz	unknown
mm.MDN.029	unknown	unknown	unknown_sz	unknown
mm.MDN.030	unknown	unknown	unknown_sz	unknown
mm.MDN.031	unknown	unknown	unknown_sz	unknown
mm.MDN.032	unknown	unknown	unknown_sz	unknown
mm.MDN.033	unknown	unknown	unknown_sz	unknown
mm.MDN.034	unknown	unknown	unknown_sz	unknown
mm.MDN.035	unknown	unknown	unknown_sz	unknown
mm.MDN.036	unknown	unknown	unknown_sz	unknown
mm.mgs.006	unknown	unknown	unknown_sz	unknown
mm.mgs.044	very_small	scottish_national_audit	small	scottish_national_audit
mm.mgs.075	small	scottish_national_audit	small	scottish_national_audit
mm.mgs.093	unknown	unknown	unknown_sz	unknown
mm.mgs.125	unknown	unknown	unknown_sz	unknown
